BARCODE,COMBI_ID,Tissue,CELL_LINE_NAME,SIDM,COSMIC_ID,ANCHOR_ID,ANCHOR_NAME,ANCHOR_TARGET,ANCHOR_PATHWAY,ANCHOR_DRUG_TYPE,ANCHOR_Clin_Rel,ANCHOR_CONC,LIBRARY_ID,LIBRARY_NAME,LIBRARY_TARGET,LIBRARY_PATHWAY,LIBRARY_DRUG_TYPE,LIBRARY_Clin_Rel,LIBRARY_CONC,ANCHOR_VIABILITY,LIBRARY_RMSE,LIBRARY_EMAX,LIBRARY_XMID,LIBRARY_XMID_uM,LIBRARY_AUC,LIBRARY_fAUC,SYNERGY_RMSE,SYNERGY_EXP_EMAX,SYNERGY_OBS_EMAX,SYNERGY_DELTA_EMAX,SYNERGY_XMID,SYNERGY_XMID_uM,SYNERGY_DELTA_XMID,SYNERGY_DELTA_XMID_uM,SYNERGY_EXP_AUC,SYNERGY_OBS_AUC,SYNERGY_EXP_fAUC,SYNERGY_OBS_fAUC,SYNERGY_DELTA_AUC,SYNERGY_DELTA_fAUC,Synergy,DAY1_NORM_MEAN,DAY1_NORM_SD,GROWTH_RATE,DOUBLING_TIME
16355,1179:1005,Breast,MDA-MB-453,SIDM00272,908122,1179,MK-1775,"WEE1, PLK1",Cell cycle,Targeted,Early clinical trials,2.5,1005,Cisplatin,DNA crosslinker,DNA replication,Chemotherapeutic,FDA approved,4.0,0.331623344944938,0.0623176201525742,0.896209022455923,13.9636018283,124.811,0.957279739222437,0.975115664936686,0.0714769519950482,0.297203833796666,0.164542249547003,0.132661584249663,8.96474511767547,3.9034,4.99885671062458,120.9076,0.317456309168962,0.221411768004867,0.323371118514511,0.279112564119318,0.0960445411640949,0.0442585543951928,True,0.432610485048045,0.0538067672074313,0.82017465097266,60.2817438436054
16356,1561:1011,Breast,MDA-MB-453,SIDM00272,908122,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.1,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.365091756046347,0.161315930568158,0.516247497050375,9.14968867359494,11.0933,0.869429799501156,0.850556098592844,0.0349266448577723,0.188477705252653,0.0907632726040278,0.0977144326486247,6.45332948835586,1.7115,2.69635918523908,9.3818,0.3174216522589,0.253944024613722,0.310531019651191,0.251326949073952,0.0634776276451782,0.0592040705772396,True,0.432610485048045,0.0538067672074313,0.82017465097266,60.2817438436054
16356,1190:1011,Breast,MDA-MB-453,SIDM00272,908122,1190,Gemcitabine,Pyrimidine antimetabolite,DNA replication,Chemotherapeutic,FDA approved in breast,0.1,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.558543406457983,0.161315930568158,0.516247497050375,9.14968867359494,11.0933,0.869429799501156,0.850556098592844,0.119412130454293,0.288346635577924,0.0694872484534008,0.218859387124523,4.50715767440629,0.4441,4.64253099918865,10.6492,0.485614281889456,0.263095121543564,0.475072500691659,0.301767821990132,0.222519160345893,0.173304678701527,True,0.432610485048045,0.0538067672074313,0.82017465097266,60.2817438436054
16356,1012:1011,Breast,MDA-MB-453,SIDM00272,908122,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,Targeted,FDA approved,2.0,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.202296168442901,0.161315930568158,0.516247497050375,9.14968867359494,11.0933,0.869429799501156,0.850556098592844,0.039213126223189,0.104434890621529,0.037770164291098,0.0666647263304307,5.61183677949146,0.9551,3.53785189410348,10.1382,0.175882317169164,0.0965762355316765,0.172064239791075,0.126693610767972,0.0793060816374872,0.0453706290231029,True,0.432610485048045,0.0538067672074313,0.82017465097266,60.2817438436054
16356,1053:1011,Breast,MDA-MB-453,SIDM00272,908122,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,1.0,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.386820855216608,0.161315930568158,0.516247497050375,9.14968867359494,11.0933,0.869429799501156,0.850556098592844,0.0283846416026117,0.199695298312459,0.0708371619292951,0.128858136383164,5.5571359261152,0.9196,3.59255274747973,10.1737,0.336313578593841,0.230714095668517,0.329012837467386,0.240647297156616,0.105599482925324,0.0883655403107696,True,0.432610485048045,0.0538067672074313,0.82017465097266,60.2817438436054
16357,1179:1022,Breast,MDA-MB-453,SIDM00272,908122,1179,MK-1775,"WEE1, PLK1",Cell cycle,Targeted,Early clinical trials,0.625,1022,AZD7762,"CHEK1, CHEK2",Cell cycle,Targeted,Early clinical trials,1.0,0.928511385076421,0.118556605570938,0.401415102383846,8.08000613577627,0.5285,0.822576454538479,0.794260998969727,0.10765647920626,0.372718492705018,0.136564612149882,0.236153880555136,4.95299819923014,0.0605,3.12700793654613,0.468,0.763771603134775,0.547103779249071,0.737480380265563,0.534264139142765,0.216667823885704,0.203216241122797,True,0.432610485048045,0.0538067672074313,0.82017465097266,60.2817438436054
16359,1549:1054,Breast,MDA-MB-453,SIDM00272,908122,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,2.0,1054,Palbociclib,"CDK4, CDK6",Cell cycle,Targeted,FDA approved in breast,4.0,0.790601597735627,0.089940060511526,0.686214912950798,10.8016242174148,13.9445,0.866524247583761,0.914662150403267,0.138285332021977,0.542522606568915,0.32556437692617,0.216958229642745,8.17904605512966,2.2643,2.62257816228513,11.6802,0.685075454616384,0.540524118770863,0.723133357497127,0.632444677502082,0.144551335845521,0.0906886799950449,True,0.432610485048045,0.0538067672074313,0.82017465097266,60.2817438436054
16359,1058:1054,Breast,MDA-MB-453,SIDM00272,908122,1058,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,Targeted,Early clinical trials,0.5,1054,Palbociclib,"CDK4, CDK6",Cell cycle,Targeted,FDA approved in breast,4.0,0.516924981418556,0.089940060511526,0.686214912950798,10.8016242174148,13.9445,0.866524247583761,0.914662150403267,0.0646060410227407,0.354721631126227,0.334466106340147,0.0202555247860807,10.3953073244972,10.5218,0.406316892917575,3.4227,0.447928030580964,0.42429954426436,0.472811715101465,0.465949259486383,0.0236284863166047,0.006862455615082,True,0.432610485048045,0.0538067672074313,0.82017465097266,60.2817438436054
16359,1594:1054,Breast,MDA-MB-453,SIDM00272,908122,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,0.25,1054,Palbociclib,"CDK4, CDK6",Cell cycle,Targeted,FDA approved in breast,4.0,0.930658364920838,0.089940060511526,0.686214912950798,10.8016242174148,13.9445,0.866524247583761,0.914662150403267,0.169863090456294,0.638631648871085,0.377924355318888,0.260707293552197,8.1246493593288,2.1805,2.67697485808599,11.764,0.806438039420563,0.617915717793805,0.851237981349282,0.741584695390025,0.188522321626758,0.109653285959257,True,0.432610485048045,0.0538067672074313,0.82017465097266,60.2817438436054
16360,1179:1073,Breast,MDA-MB-453,SIDM00272,908122,1179,MK-1775,"WEE1, PLK1",Cell cycle,Targeted,Early clinical trials,2.5,1073,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,Chemotherapeutic,FDA approved in breast,20.0,0.407455511843134,0.131867818609621,0.650301763980435,10.4283593245084,53.8281,0.820378223361816,0.902524740322449,0.118615286038268,0.264969038095141,0.061092526302468,0.203876511792673,5.00503016403875,1.2544,5.42332916046967,52.5737,0.334267628904849,0.170631583287638,0.367738680019175,0.236107540833696,0.163636045617211,0.131631139185479,True,0.432610485048045,0.0538067672074313,0.82017465097266,60.2817438436054
16360,1022:1073,Breast,MDA-MB-453,SIDM00272,908122,1022,AZD7762,"CHEK1, CHEK2",Cell cycle,Targeted,Early clinical trials,0.0625,1073,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,Chemotherapeutic,FDA approved in breast,20.0,0.983393623634337,0.131867818609621,0.650301763980435,10.4283593245084,53.8281,0.820378223361816,0.902524740322449,0.161014039771548,0.639502608136521,0.551066617478673,0.0884359906578481,9.55874262664666,29.4597,0.86961669786176,24.3684,0.806754713822476,0.736996425565229,0.887537074805332,0.854557603838383,0.0697582882572473,0.0329794709669489,True,0.432610485048045,0.0538067672074313,0.82017465097266,60.2817438436054
16437,1594:1372,Breast,MDA-MB-453,SIDM00272,908122,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,1.0,1372,Trametinib,"MEK1, MEK2",ERK MAPK signaling,Targeted,FDA approved,1.0,0.596069489152148,0.092436016659668,0.774290412516257,11.8382208767756,7.1514,0.897155827065011,0.941972045247607,0.0789298022740936,0.461530890643971,0.368540276027912,0.0929906146160598,10.1104040218249,2.1591,1.7278168549507,4.9923,0.534767215528513,0.469503807584885,0.561480795806345,0.531179290543267,0.065263407943628,0.0303015052630777,True,0.537901110701962,0.0623502917795008,0.599845033657154,81.7095318851693
16439,1594:1549,Breast,MDA-MB-453,SIDM00272,908122,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,0.25,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,5.0,0.905729126128379,0.0932610762747561,0.68527318417552,10.7915625472131,17.3095,0.876366910696809,0.914351912937316,0.047463477190199,0.620671882262505,0.342379580737846,0.278292301524659,7.85342701287007,2.2585,2.938135534343,15.051,0.793751036193248,0.673094726696729,0.828155159078527,0.707269776067707,0.120656309496519,0.12088538301082,True,0.537901110701962,0.0623502917795008,0.599845033657154,81.7095318851693
16439,1012:1549,Breast,MDA-MB-453,SIDM00272,908122,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,Targeted,FDA approved,0.5,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,5.0,0.867451018708196,0.0932610762747561,0.68527318417552,10.7915625472131,17.3095,0.876366910696809,0.914351912937316,0.0504147204795869,0.594440921706463,0.319611851886308,0.274829069820155,7.75927038473317,2.1158,3.03229216247989,15.1937,0.760205369446101,0.64384429654237,0.793155498335262,0.672434175926846,0.11636107290373,0.120721322408416,True,0.537901110701962,0.0623502917795008,0.599845033657154,81.7095318851693
16439,1049:1549,Breast,MDA-MB-453,SIDM00272,908122,1049,PD173074,"FGFR1, FGFR2, FGFR3",RTK signaling,Targeted,Experimental only,10.0,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,5.0,0.710217321102984,0.0932610762747561,0.68527318417552,10.7915625472131,17.3095,0.876366910696809,0.914351912937316,0.0564154987766196,0.486692885088849,0.233085959608714,0.253606925480135,7.35056292565919,1.5938,3.44099962155387,15.7157,0.622410959618385,0.49885937885545,0.649388566151729,0.53231808712159,0.123551580762935,0.117070479030139,True,0.537901110701962,0.0623502917795008,0.599845033657154,81.7095318851693
16439,1058:1549,Breast,MDA-MB-453,SIDM00272,908122,1058,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,Targeted,Early clinical trials,0.125,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,5.0,0.905068369288552,0.0932610762747561,0.68527318417552,10.7915625472131,17.3095,0.876366910696809,0.914351912937316,0.111600212716334,0.620219083318911,0.250678183456435,0.369540899862476,6.79072472144436,1.0812,4.0008378257687,16.2283,0.793171970762807,0.565772572132622,0.827550994798044,0.644484290778127,0.227399398630185,0.183066704019917,True,0.537901110701962,0.0623502917795008,0.599845033657154,81.7095318851693
16439,1559:1549,Breast,MDA-MB-453,SIDM00272,908122,1559,Luminespib,HSP90,Protein stability and degradation,Targeted,Early clinical trials,0.01,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,5.0,0.840789712065685,0.0932610762747561,0.68527318417552,10.7915625472131,17.3095,0.876366910696809,0.914351912937316,0.135808237742979,0.57617064320927,0.195486961461557,0.380683681747713,6.25035872560216,0.7434,4.5412038216109,16.5661,0.736840282508664,0.501991366276229,0.768777681605274,0.566506157388076,0.234848916232434,0.202271524217198,True,0.537901110701962,0.0623502917795008,0.599845033657154,81.7095318851693
16440,1012:1558,Breast,MDA-MB-453,SIDM00272,908122,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,Targeted,FDA approved,2.0,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved in breast,10.0,0.234358758726767,0.109585766889668,0.249670132394917,6.46645149681414,1.7271,0.680148232104261,0.689329759289651,0.0532984916191214,0.0585123823192202,0.0164670951845898,0.0420452871346304,3.05362374118741,0.1622,3.41282775562673,1.5649,0.159398695426159,0.0550048828079269,0.161550466740543,0.0996305638223519,0.104393812618232,0.0619199029181915,True,0.537901110701962,0.0623502917795008,0.599845033657154,81.7095318851693
16441,1559:1594,Breast,MDA-MB-453,SIDM00272,908122,1559,Luminespib,HSP90,Protein stability and degradation,Targeted,Early clinical trials,0.01,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,0.910056696503653,0.104765067949827,0.41102647702959,8.1717556569841,2.2529,0.788774540765795,0.799537905954234,0.16643281013634,0.374057397861083,0.165206449079262,0.208850948781821,5.53254480738249,0.3616,2.63921084960162,1.8913,0.717829552855506,0.530196326126362,0.727624825422159,0.564453835066348,0.187633226729144,0.163170990355811,True,0.537901110701962,0.0623502917795008,0.599845033657154,81.7095318851693
15010,1179:1005,Breast,HCC1954,SIDM00872,749709,1179,MK-1775,"WEE1, PLK1",Cell cycle,Targeted,Early clinical trials,2.5,1005,Cisplatin,DNA crosslinker,DNA replication,Chemotherapeutic,FDA approved,4.0,0.428802622785644,0.05546381717167,0.923934349866526,13.9046186069428,119.8112,0.970679799664777,0.984560050246412,0.0726919230710199,0.396185472504515,0.257877836127812,0.138307636376703,9.80778905113658,7.0021,4.0968295558062,112.8091,0.4162300439813,0.317460518993347,0.422181931835627,0.386316412886929,0.0987695249879529,0.0358655189486984,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15010,1011:1007,Breast,HCC1954,SIDM00872,749709,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1007,Docetaxel,Microtubule stabiliser,Mitosis,Chemotherapeutic,FDA approved in breast,0.0125,0.965049997495661,0.0572500024363996,0.571457823799587,9.56529102446322,0.0185,0.892559432594531,0.890995884388206,0.0749214052210925,0.551485371426667,0.340689975459082,0.210795395967585,7.81019584205512,0.0055,1.7550951824081,0.013,0.86136447819008,0.78338095844515,0.859855575997483,0.769811555994834,0.0779835197449303,0.0900440200026489,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15011,1021:1011,Breast,HCC1954,SIDM00872,749709,1021,Axitinib,"PDGFR, KIT, VEGFR",RTK signaling,Targeted,FDA approved,1.0,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.900231486522389,0.0568970876205071,0.79423453942864,11.6528897448285,62.8926,0.933156932836243,0.955062883844101,0.04422976044112,0.71499494007727,0.70542351684901,0.0095714232282594,11.5274622385468,57.6557,0.125427506281717,5.2369,0.840057252805844,0.857590961355035,0.859777679645335,0.857413195683058,-0.0175337085491903,0.0023644839622772,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15011,1561:1011,Breast,HCC1954,SIDM00872,749709,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.1,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.663914452337295,0.0568970876205071,0.79423453942864,11.6528897448285,62.8926,0.933156932836243,0.955062883844101,0.0604323221833168,0.52730378927213,0.445912927334044,0.0813908619380855,10.4056023459239,26.4928,1.24728739890463,36.3998,0.619536374008725,0.561233248258951,0.634080051475034,0.61240130364526,0.0583031257497734,0.0216787478297739,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15011,1179:1011,Breast,HCC1954,SIDM00872,749709,1179,MK-1775,"WEE1, PLK1",Cell cycle,Targeted,Early clinical trials,2.5,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.43667656781488,0.0568970876205071,0.79423453942864,11.6528897448285,62.8926,0.933156932836243,0.955062883844101,0.109217163364774,0.346823612717731,0.0616855908895176,0.285138021828213,5.45496519571703,0.8567,6.19792454911151,62.0359,0.407487766663592,0.189874914526378,0.417053582164424,0.271959561126011,0.217612852137214,0.145094021038413,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15011,1058:1012,Breast,HCC1954,SIDM00872,749709,1058,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,Targeted,Early clinical trials,0.125,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,Targeted,FDA approved,5.0,0.988582466256974,0.0574838828898773,0.76444245666512,11.3122039149074,24.8321,0.927281628506596,0.947612635587142,0.0458306620752279,0.755714409121544,0.656857570623631,0.0988568384979125,10.3418445435117,12.6738,0.970359371395677,12.1583,0.916694359223834,0.89321709646651,0.936793236345008,0.909805239949857,0.0234772627573243,0.0269879963951504,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15011,1053:1012,Breast,HCC1954,SIDM00872,749709,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,0.25,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,Targeted,FDA approved,5.0,0.972358592875529,0.0574838828898773,0.76444245666512,11.3122039149074,24.8321,0.927281628506596,0.947612635587142,0.0658715231642699,0.743312191497208,0.665080147016643,0.0782320444805644,10.5166399706193,14.3062,0.795563944288119,10.5259,0.901650259494002,0.858352841644055,0.921419288930584,0.90036014180297,0.0432974178499473,0.0210591471276141,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15012,1011:1021,Breast,HCC1954,SIDM00872,749709,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1021,Axitinib,"PDGFR, KIT, VEGFR",RTK signaling,Targeted,FDA approved,10.0,0.92947895663382,0.0636539580664556,0.76631761484474,11.3327144334641,50.3752,0.945659205984026,0.948089991758251,0.0639461339983818,0.712276097096006,0.418599824397106,0.2936762726989,8.60870274942266,7.6244,2.72401168404145,42.7508,0.878970332109199,0.787925327621624,0.881229696334426,0.785210204107709,0.0910450044875741,0.0960194922267172,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15012,1179:1022,Breast,HCC1954,SIDM00872,749709,1179,MK-1775,"WEE1, PLK1",Cell cycle,Targeted,Early clinical trials,0.625,1022,AZD7762,"CHEK1, CHEK2",Cell cycle,Targeted,Early clinical trials,1.0,0.917342207332185,0.0783249992237228,0.396130966274159,8.17188157729708,0.5633,0.839090587882679,0.819948878021329,0.0878505511131426,0.363387654994568,0.113458440050312,0.249929214944256,5.15412021368593,0.0695,3.01776136361116,0.4938,0.769733212039958,0.554353523339265,0.752173713663634,0.548440552190939,0.215379688700693,0.203733161472696,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15014,1549:1053,Breast,HCC1954,SIDM00872,749709,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,2.0,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.811104591403647,0.0584468392005528,0.536756908178248,9.28930914273968,12.2205,0.871846666247663,0.87882726543776,0.0614137246111738,0.435365992691002,0.204841055868449,0.230524936822553,6.86871790989117,2.2825,2.42059123284852,9.938,0.707158833993443,0.566381932654561,0.712820830047278,0.594735680285929,0.140776901338882,0.118085149761349,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15014,1049:1053,Breast,HCC1954,SIDM00872,749709,1049,PD173074,"FGFR1, FGFR2, FGFR3",RTK signaling,Targeted,Experimental only,2.5,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.966003177438465,0.0584468392005528,0.536756908178248,9.28930914273968,12.2205,0.871846666247663,0.87882726543776,0.0428739373843642,0.518508878812234,0.443761305354592,0.0747475734576419,8.68014671176482,8.0115,0.609162430974864,4.209,0.842206649834375,0.820387334525948,0.848949930832433,0.819777070505402,0.0218193153084277,0.0291728603270304,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15014,1558:1053,Breast,HCC1954,SIDM00872,749709,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved in breast,0.625,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.88993860638389,0.0584468392005528,0.536756908178248,9.28930914273968,12.2205,0.871846666247663,0.87882726543776,0.0593324649486553,0.477680694831075,0.285776778855506,0.191903915975569,7.52956152957027,3.6087,1.75974761316941,8.6118,0.775890007140886,0.644377226386042,0.782102311855845,0.6936353776633,0.131512780754844,0.0884669341925454,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
15015,1022:1073,Breast,HCC1954,SIDM00872,749709,1022,AZD7762,"CHEK1, CHEK2",Cell cycle,Targeted,Early clinical trials,0.0625,1073,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,Chemotherapeutic,FDA approved in breast,20.0,0.946002031979605,0.0756319081974746,0.831872860646948,12.1406270877771,176.3815,0.916547596770343,0.964088425385972,0.0841849601733436,0.786953416520699,0.549419174473904,0.237534242046795,9.64027351997762,31.1725,2.50035356779951,145.209,0.867055888950768,0.794163825222493,0.912029609423147,0.845858669511893,0.0728920637282752,0.0661709399112547,True,0.55166784925832,0.0485019310584803,0.577495538584205,85.0076002818603
16420,1022:1190,Breast,HCC1954,SIDM00872,749709,1022,AZD7762,"CHEK1, CHEK2",Cell cycle,Targeted,Early clinical trials,0.25,1190,Gemcitabine,Pyrimidine antimetabolite,DNA replication,Chemotherapeutic,FDA approved in breast,10.0,0.68655360163118,0.0543935526404283,0.926837594697817,13.9872166982127,317.1771,0.964345802499972,0.985172182657608,0.194409964481347,0.636323688766965,0.295352899105743,0.340970789661222,8.4479704526053,6.8206,5.53924624560739,310.3565,0.662075083924266,0.450187686564369,0.676373510230431,0.573899283526376,0.211887397359897,0.102474226704055,True,0.735938825388516,0.0673460875008856,0.29436551473555,164.496524781276
16420,1179:1190,Breast,HCC1954,SIDM00872,749709,1179,MK-1775,"WEE1, PLK1",Cell cycle,Targeted,Early clinical trials,2.5,1190,Gemcitabine,Pyrimidine antimetabolite,DNA replication,Chemotherapeutic,FDA approved in breast,10.0,0.425094385507945,0.0543935526404283,0.926837594697817,13.9872166982127,317.1771,0.964345802499972,0.985172182657608,0.0947656551910041,0.39399345778373,0.226772844773985,0.167220613009746,9.26331497061092,12.0023,4.72390172760177,305.1748,0.409937986330891,0.301245876755348,0.418791163606357,0.373076708316187,0.108692109575543,0.0457144552901695,True,0.735938825388516,0.0673460875008856,0.29436551473555,164.496524781276
16421,1561:1372,Breast,HCC1954,SIDM00872,749709,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.1,1372,Trametinib,"MEK1, MEK2",ERK MAPK signaling,Targeted,FDA approved,1.0,0.542162599554494,0.0789790367010351,0.665041308674675,10.3471099572276,2.544,0.8665605621709,0.920487842637639,0.075303118089818,0.360560524722185,0.292568140806061,0.0679923839161236,9.31202831923825,1.2415,1.0350816379894,1.3025,0.469816727057979,0.415646204152019,0.49905408162273,0.47702963654542,0.0541705229059596,0.0220244450773101,True,0.735938825388516,0.0673460875008856,0.29436551473555,164.496524781276
16423,1179:1510,Breast,HCC1954,SIDM00872,749709,1179,MK-1775,"WEE1, PLK1",Cell cycle,Targeted,Early clinical trials,2.5,1510,Linsitinib,IGF1R,IGF1R signaling,Targeted,Advanced clinical trials,10.0,0.440726930541753,0.0318030060788815,0.903586225045905,13.395266627103,210.4297,0.988752776888071,0.980215374302795,0.0543962404122962,0.398234783444291,0.270412027199691,0.1278227562446,9.90803118322468,18.7648,3.48723544387831,191.6649,0.435769976422514,0.357101196271767,0.432007313186306,0.398775862493078,0.078668780150747,0.0332314506932287,True,0.735938825388516,0.0673460875008856,0.29436551473555,164.496524781276
16423,1561:1549,Breast,HCC1954,SIDM00872,749709,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.1,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,5.0,0.568081237286738,0.0789713414273137,0.679662604994962,10.477491077679,13.9232,0.898090984559462,0.924720429254739,0.0831725170208141,0.386103573583065,0.141207043274247,0.244896530308818,6.82711343829154,1.1088,3.65037763938748,12.8144,0.510188637704604,0.346216269571479,0.525316325595356,0.414812233455006,0.163972368133125,0.110504092140349,True,0.735938825388516,0.0673460875008856,0.29436551473555,164.496524781276
16423,1594:1549,Breast,HCC1954,SIDM00872,749709,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,1.0,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,5.0,0.844948824409834,0.0789713414273137,0.679662604994962,10.477491077679,13.9232,0.898090984559462,0.924720429254739,0.0830849836403556,0.574280119085818,0.365816439258881,0.208463679826938,8.46997811478094,3.4627,2.00751296289808,10.4605,0.758840921616588,0.643033386665807,0.781341439606549,0.707346027601129,0.115807534950781,0.0739954120054199,True,0.735938825388516,0.0673460875008856,0.29436551473555,164.496524781276
16423,1053:1549,Breast,HCC1954,SIDM00872,749709,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,0.25,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,5.0,0.970570721924356,0.0789713414273137,0.679662604994962,10.477491077679,13.9232,0.898090984559462,0.924720429254739,0.0585530572985032,0.659660625194949,0.465629855743493,0.194030769451456,8.84080344097556,4.4776,1.63668763670346,9.4456,0.871660815237633,0.801499079808788,0.897506574599973,0.831816748449756,0.0701617354288452,0.0656898261502165,True,0.735938825388516,0.0673460875008856,0.29436551473555,164.496524781276
16423,1058:1549,Breast,HCC1954,SIDM00872,749709,1058,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,Targeted,Early clinical trials,0.5,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,5.0,0.829002687270177,0.0789713414273137,0.679662604994962,10.477491077679,13.9232,0.898090984559462,0.924720429254739,0.106493251275514,0.563442125977872,0.257580485979747,0.305861639998126,7.43495723893425,1.6898,3.04253383874477,12.2334,0.744519839612914,0.562870822465517,0.766595720825811,0.640878638502466,0.181649017147396,0.125717082323344,True,0.735938825388516,0.0673460875008856,0.29436551473555,164.496524781276
