,DATASET,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,LN_IC50,AUC
659,GDSC2,908475,NCI-H1755,SIDM00738,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.214312,0.917103
660,GDSC2,908476,NCI-H1993,SIDM00758,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,1.482857,0.823885
661,GDSC2,909719,SK-HEP-1,SIDM01110,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,2.022564,0.879349
662,GDSC2,909721,SK-LU-1,SIDM01108,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,1.57984,0.768951
663,GDSC2,909728,SK-MES-1,SIDM01103,LUSC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.307749,0.929921
664,GDSC2,909736,SNU-387,SIDM01180,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,2.402301,0.852529
665,GDSC2,909737,SNU-423,SIDM01199,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,0.668547,0.755066
666,GDSC2,909738,SNU-449,SIDM01194,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.265098,0.884259
667,GDSC2,910399,NCI-H838,SIDM01150,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,2.936352,0.969944
668,GDSC2,910850,C3A,SIDM01237,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,4.886845,0.948211
669,GDSC2,910900,NCI-H1651,SIDM00744,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,2.894579,0.929619
670,GDSC2,910931,RERF-LC-MS,SIDM00355,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,1.291137,0.916206
671,GDSC2,924244,NCI-H1975,SIDM00759,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.495198,0.931394
672,GDSC2,1240142,HARA,SIDM00598,LUSC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.009813,0.927154
673,GDSC2,1240143,HCC-15,SIDM01072,LUSC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,-1.558481,0.54221
674,GDSC2,1240145,HCC-44,SIDM01069,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.450899,0.943153
675,GDSC2,1240146,HCC-827,SIDM01067,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.326192,0.902993
676,GDSC2,1240147,Hep3B2-1-7,SIDM00672,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,0.614383,0.889795
677,GDSC2,1240157,JHH-2,SIDM00617,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,2.233835,0.872597
678,GDSC2,1240158,JHH-4,SIDM00616,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,2.891073,0.901852
679,GDSC2,1240159,JHH-6,SIDM00615,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,6.494208,0.980662
680,GDSC2,1240160,JHH-7,SIDM00614,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,0.389481,0.725753
681,GDSC2,1240183,NCI-H1869,SIDM00768,LUSC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,1.045137,0.757211
682,GDSC2,1240185,NCI-H1944,SIDM00762,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,1.176697,0.788827
683,GDSC2,1240187,NCI-H2023,SIDM00753,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.839853,0.93585
684,GDSC2,1240190,NCI-H3122,SIDM00137,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,5.254281,0.97373
685,GDSC2,1240202,PC-3_[JPC-3],SIDM00361,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.728761,0.924571
686,GDSC2,1240217,SNU-398,SIDM01181,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,2.863783,0.91585
687,GDSC2,1247873,H3255,SIDM00046,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.035392,0.92656
688,GDSC2,1290908,HCC-78,SIDM01068,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.175886,0.915149
689,GDSC2,1298146,huH-1,SIDM00586,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.660702,0.930007
690,GDSC2,1298151,JHH-1,SIDM00618,LIHC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,1.835499,0.848913
691,GDSC2,1298223,LC-1-sq,SIDM00300,LUSC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,2.663957,0.903491
692,GDSC2,1298226,LOU-NH91,SIDM00341,LUSC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,1.641062,0.8339
693,GDSC2,1298347,NCI-H1435,SIDM00658,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,-0.878585,0.57864
694,GDSC2,1298348,NCI-H1568,SIDM00750,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,4.373786,0.941989
695,GDSC2,1298350,NCI-H1781,SIDM00754,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,2.980446,0.912475
696,GDSC2,1298537,RERF-LC-KJ,SIDM00356,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,4.202413,0.968286
697,GDSC2,1298538,RERF-LC-Sq1,SIDM00354,LUSC,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.025047,0.919299
698,GDSC2,1503369,EMC-BAC-1,SIDM00048,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,1.892694,0.927745
699,GDSC2,1503370,EMC-BAC-2,SIDM00047,LUAD,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,3.567896,0.931367
700,GDSC2,687777,Calu-3,SIDM00922,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.525111,0.835517
701,GDSC2,687787,LK-2,SIDM00548,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.571138,0.798455
702,GDSC2,687794,NCI-H1437,SIDM00734,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,0.901885,0.74419
703,GDSC2,687798,NCI-H1623,SIDM00747,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.640015,0.877127
704,GDSC2,687799,NCI-H1648,SIDM00746,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.478547,0.789848
705,GDSC2,687800,NCI-H1650,SIDM00745,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.904035,0.906073
706,GDSC2,687802,NCI-H1693,SIDM00742,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.075798,0.77994
707,GDSC2,687807,NCI-H1838,SIDM00769,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.503987,0.829938
708,GDSC2,687812,NCI-H2085,SIDM00709,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.952418,0.888679
709,GDSC2,687815,NCI-H2170,SIDM00716,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,0.946208,0.746918
710,GDSC2,687816,NCI-H2228,SIDM00729,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.334577,0.822517
711,GDSC2,687819,NCI-H2342,SIDM00727,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.662807,0.876244
712,GDSC2,687820,NCI-H2347,SIDM00726,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.947479,0.833994
713,GDSC2,687821,NCI-H2405,SIDM00724,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.622238,0.855929
714,GDSC2,713869,VMRC-LCD,SIDM00320,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.037241,0.742806
715,GDSC2,722045,NCI-H2030,SIDM00715,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.647385,0.861776
716,GDSC2,722046,NCI-H2122,SIDM00702,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,0.804768,0.748079
717,GDSC2,722058,NCI-H1734,SIDM00739,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,0.649988,0.736762
718,GDSC2,722066,NCI-H650,SIDM01124,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.868504,0.847706
719,GDSC2,724834,NCI-H2087,SIDM00708,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.597005,0.855719
720,GDSC2,724859,Calu-6,SIDM00921,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.66186,0.853202
721,GDSC2,724866,NCI-H1355,SIDM00645,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.16892,0.87169
722,GDSC2,724868,NCI-H1792,SIDM00771,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.879149,0.85351
723,GDSC2,724873,NCI-H2009,SIDM00756,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,0.610935,0.702396
724,GDSC2,724874,NCI-H2291,SIDM00728,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.071115,0.847808
725,GDSC2,724878,SW1573,SIDM01163,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.246002,0.874544
726,GDSC2,753554,EBC-1,SIDM00486,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.084052,0.747536
727,GDSC2,753556,EPLC-272H,SIDM01044,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.049546,0.836165
728,GDSC2,753569,KNS-62,SIDM00606,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.932552,0.835619
729,GDSC2,753592,LXF-289,SIDM00339,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.506743,0.810603
730,GDSC2,753600,NCI-H1563,SIDM00751,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.179491,0.91664
731,GDSC2,753608,PC-14,SIDM00237,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.42957,0.786554
732,GDSC2,905941,NCI-H226,SIDM00139,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,4.588603,0.90317
733,GDSC2,905942,NCI-H23,SIDM00138,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.641918,0.831726
734,GDSC2,905944,NCI-H522,SIDM00116,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.762098,0.948695
735,GDSC2,905949,A549,SIDM00903,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,0.867883,0.72615
736,GDSC2,905967,NCI-H322M,SIDM00117,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.298369,0.75812
737,GDSC2,905970,EKVX,SIDM00119,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.852384,0.892757
738,GDSC2,905972,HOP-62,SIDM00133,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.260653,0.830168
739,GDSC2,906791,ABC-1,SIDM00494,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.636342,0.798349
740,GDSC2,906805,COR-L105,SIDM00513,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.315333,0.741913
741,GDSC2,907057,HLE,SIDM00064,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.471981,0.881991
742,GDSC2,907071,HuH-7,SIDM00585,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.479657,0.863821
743,GDSC2,907786,LC-2-ad,SIDM00297,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.364566,0.803908
744,GDSC2,908443,NCI-H520,SIDM01130,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.731736,0.801244
745,GDSC2,908460,NCI-H441,SIDM00925,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.956534,0.863887
746,GDSC2,908463,NCI-H1793,SIDM00755,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,5.387303,0.940538
747,GDSC2,908465,NCI-H358,SIDM00718,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.272871,0.816842
748,GDSC2,908472,NCI-H1573,SIDM00749,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,4.674991,0.969602
749,GDSC2,908473,NCI-H1666,SIDM00743,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.489081,0.745413
750,GDSC2,908475,NCI-H1755,SIDM00738,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.327323,0.764697
751,GDSC2,908476,NCI-H1993,SIDM00758,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.978124,0.826842
752,GDSC2,909719,SK-HEP-1,SIDM01110,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.492565,0.806041
753,GDSC2,909721,SK-LU-1,SIDM01108,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,4.766758,0.923411
754,GDSC2,909728,SK-MES-1,SIDM01103,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.964819,0.896524
755,GDSC2,909736,SNU-387,SIDM01180,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.319407,0.833406
756,GDSC2,909737,SNU-423,SIDM01199,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.142035,0.834204
757,GDSC2,909738,SNU-449,SIDM01194,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.309277,0.803469
758,GDSC2,910399,NCI-H838,SIDM01150,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.625618,0.816703
759,GDSC2,910850,C3A,SIDM01237,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.644105,0.765689
760,GDSC2,910900,NCI-H1651,SIDM00744,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.026122,0.762076
761,GDSC2,910931,RERF-LC-MS,SIDM00355,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.190644,0.781053
762,GDSC2,924244,NCI-H1975,SIDM00759,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.515573,0.784996
763,GDSC2,1240142,HARA,SIDM00598,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.436365,0.794932
764,GDSC2,1240143,HCC-15,SIDM01072,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.026298,0.838896
765,GDSC2,1240145,HCC-44,SIDM01069,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.606156,0.808908
766,GDSC2,1240146,HCC-827,SIDM01067,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.554634,0.838005
767,GDSC2,1240147,Hep3B2-1-7,SIDM00672,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.057924,0.780515
768,GDSC2,1240157,JHH-2,SIDM00617,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.59375,0.793602
769,GDSC2,1240158,JHH-4,SIDM00616,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.36302,0.846785
770,GDSC2,1240159,JHH-6,SIDM00615,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.071865,0.808754
771,GDSC2,1240160,JHH-7,SIDM00614,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.985355,0.88071
772,GDSC2,1240183,NCI-H1869,SIDM00768,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.022666,0.81909
773,GDSC2,1240185,NCI-H1944,SIDM00762,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.341606,0.83824
774,GDSC2,1240187,NCI-H2023,SIDM00753,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.459304,0.848451
775,GDSC2,1240190,NCI-H3122,SIDM00137,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.684782,0.797053
776,GDSC2,1240202,PC-3_[JPC-3],SIDM00361,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.036696,0.725619
777,GDSC2,1240217,SNU-398,SIDM01181,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.260098,0.857756
778,GDSC2,1247873,H3255,SIDM00046,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.939936,0.900352
779,GDSC2,1290908,HCC-78,SIDM01068,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,0.451432,0.678642
780,GDSC2,1298146,huH-1,SIDM00586,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.985135,0.814748
781,GDSC2,1298151,JHH-1,SIDM00618,LIHC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,0.318591,0.669287
782,GDSC2,1298223,LC-1-sq,SIDM00300,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.638289,0.805114
783,GDSC2,1298226,LOU-NH91,SIDM00341,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.906345,0.819488
784,GDSC2,1298347,NCI-H1435,SIDM00658,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.949994,0.879498
785,GDSC2,1298348,NCI-H1568,SIDM00750,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.597796,0.898674
786,GDSC2,1298350,NCI-H1781,SIDM00754,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,3.52823,0.920217
787,GDSC2,1298537,RERF-LC-KJ,SIDM00356,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.786272,0.902076
788,GDSC2,1298538,RERF-LC-Sq1,SIDM00354,LUSC,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.167727,0.846258
789,GDSC2,1503369,EMC-BAC-1,SIDM00048,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,1.398516,0.78532
790,GDSC2,1503370,EMC-BAC-2,SIDM00047,LUAD,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,2.195552,0.836365
791,GDSC2,687777,Calu-3,SIDM00922,LUAD,1013,Nilotinib,ABL,ABL signaling,5.337878,0.979573
792,GDSC2,687787,LK-2,SIDM00548,LUSC,1013,Nilotinib,ABL,ABL signaling,4.568519,0.986331
793,GDSC2,687794,NCI-H1437,SIDM00734,LUAD,1013,Nilotinib,ABL,ABL signaling,2.527885,0.885146
794,GDSC2,687798,NCI-H1623,SIDM00747,LUAD,1013,Nilotinib,ABL,ABL signaling,4.701127,0.986664
795,GDSC2,687799,NCI-H1648,SIDM00746,LUAD,1013,Nilotinib,ABL,ABL signaling,3.399061,0.970231
796,GDSC2,687800,NCI-H1650,SIDM00745,LUAD,1013,Nilotinib,ABL,ABL signaling,5.84552,0.983367
797,GDSC2,687802,NCI-H1693,SIDM00742,LUAD,1013,Nilotinib,ABL,ABL signaling,6.032194,0.975566
798,GDSC2,687807,NCI-H1838,SIDM00769,LUAD,1013,Nilotinib,ABL,ABL signaling,5.140513,0.975399
799,GDSC2,687812,NCI-H2085,SIDM00709,LUAD,1013,Nilotinib,ABL,ABL signaling,4.570704,0.982693
800,GDSC2,687815,NCI-H2170,SIDM00716,LUSC,1013,Nilotinib,ABL,ABL signaling,3.651065,0.980114
801,GDSC2,687816,NCI-H2228,SIDM00729,LUAD,1013,Nilotinib,ABL,ABL signaling,5.352288,0.979603
802,GDSC2,687819,NCI-H2342,SIDM00727,LUAD,1013,Nilotinib,ABL,ABL signaling,4.600599,0.984887
803,GDSC2,687820,NCI-H2347,SIDM00726,LUAD,1013,Nilotinib,ABL,ABL signaling,6.396573,0.978621
804,GDSC2,687821,NCI-H2405,SIDM00724,LUAD,1013,Nilotinib,ABL,ABL signaling,4.754048,0.947093
805,GDSC2,713869,VMRC-LCD,SIDM00320,LUAD,1013,Nilotinib,ABL,ABL signaling,4.59766,0.98401
806,GDSC2,722045,NCI-H2030,SIDM00715,LUAD,1013,Nilotinib,ABL,ABL signaling,1.863092,0.805916
807,GDSC2,722046,NCI-H2122,SIDM00702,LUAD,1013,Nilotinib,ABL,ABL signaling,2.469528,0.97126
808,GDSC2,722058,NCI-H1734,SIDM00739,LUAD,1013,Nilotinib,ABL,ABL signaling,3.696112,0.968713
809,GDSC2,722066,NCI-H650,SIDM01124,LUAD,1013,Nilotinib,ABL,ABL signaling,4.373113,0.992552
810,GDSC2,724834,NCI-H2087,SIDM00708,LUAD,1013,Nilotinib,ABL,ABL signaling,3.328035,0.95522
811,GDSC2,724859,Calu-6,SIDM00921,LUAD,1013,Nilotinib,ABL,ABL signaling,4.420178,0.972223
812,GDSC2,724866,NCI-H1355,SIDM00645,LUAD,1013,Nilotinib,ABL,ABL signaling,5.871116,0.983816
813,GDSC2,724868,NCI-H1792,SIDM00771,LUAD,1013,Nilotinib,ABL,ABL signaling,3.548985,0.987412
814,GDSC2,724873,NCI-H2009,SIDM00756,LUAD,1013,Nilotinib,ABL,ABL signaling,2.925689,0.958033
815,GDSC2,724874,NCI-H2291,SIDM00728,LUAD,1013,Nilotinib,ABL,ABL signaling,4.374461,0.908051
816,GDSC2,724878,SW1573,SIDM01163,LUAD,1013,Nilotinib,ABL,ABL signaling,6.175786,0.985774
817,GDSC2,753554,EBC-1,SIDM00486,LUSC,1013,Nilotinib,ABL,ABL signaling,4.68259,0.984938
818,GDSC2,753556,EPLC-272H,SIDM01044,LUSC,1013,Nilotinib,ABL,ABL signaling,4.359683,0.983484
819,GDSC2,753569,KNS-62,SIDM00606,LUSC,1013,Nilotinib,ABL,ABL signaling,3.561464,0.977117
820,GDSC2,753592,LXF-289,SIDM00339,LUAD,1013,Nilotinib,ABL,ABL signaling,3.459895,0.981991
821,GDSC2,753600,NCI-H1563,SIDM00751,LUAD,1013,Nilotinib,ABL,ABL signaling,4.731006,0.989909
822,GDSC2,753608,PC-14,SIDM00237,LUAD,1013,Nilotinib,ABL,ABL signaling,3.915461,0.952842
823,GDSC2,905941,NCI-H226,SIDM00139,LUSC,1013,Nilotinib,ABL,ABL signaling,6.437089,0.97598
824,GDSC2,905942,NCI-H23,SIDM00138,LUAD,1013,Nilotinib,ABL,ABL signaling,3.976935,0.991044
825,GDSC2,905944,NCI-H522,SIDM00116,LUAD,1013,Nilotinib,ABL,ABL signaling,4.187229,0.988276
826,GDSC2,905949,A549,SIDM00903,LUAD,1013,Nilotinib,ABL,ABL signaling,3.151102,0.960857
827,GDSC2,905967,NCI-H322M,SIDM00117,LUAD,1013,Nilotinib,ABL,ABL signaling,3.469704,0.960507
828,GDSC2,905970,EKVX,SIDM00119,LUAD,1013,Nilotinib,ABL,ABL signaling,5.547136,0.948346
829,GDSC2,905972,HOP-62,SIDM00133,LUAD,1013,Nilotinib,ABL,ABL signaling,5.320542,0.984429
830,GDSC2,906791,ABC-1,SIDM00494,LUAD,1013,Nilotinib,ABL,ABL signaling,3.145122,0.902248
831,GDSC2,906805,COR-L105,SIDM00513,LUAD,1013,Nilotinib,ABL,ABL signaling,3.684202,0.950833
832,GDSC2,907057,HLE,SIDM00064,LIHC,1013,Nilotinib,ABL,ABL signaling,4.468791,0.989943
833,GDSC2,907071,HuH-7,SIDM00585,LIHC,1013,Nilotinib,ABL,ABL signaling,4.995491,0.988121
